34,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,STATISTICAL  YEARBOOK OF
,,,,,,,,,,THE REPUBLIC OF CHINA 2021
,,,,,,,,,,Edited 2022
,,,,,,,,,,
Table 18. Summary of R&D expenditure,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Million NT$
Year,,R&D expenditure,,,"R&D expenditure as a % of GNI
(％)","R&D expenditure as a % of GDP
  (％)","Gov. sector R&D expenditure as a % of R&D expenditure
   (％)","Manufac-turing industry R&D expenditure as a % of sales (1)                                                                                                                                                                                         
   (％)","Basic research expenditure
as a % of R&D
expenditure
(％)","Business enterprise R&D
expenditure as a % of value-added in industry (2)
(％) "
,,,,"Growth
rate
 (％)",,,,,,
,,,,,,,,,,
,,,,,,,,,,
1991,,81765,,14.3,1.6832015599129384,1.726713234671447,52.1,-,-,-
1996,,137955,,10.3,1.7591615906375955,1.7861029268110162,41.6,-,-,-
2001,,204974,,3.7155102185385895,1.9803805382931958,2.02,33.3,1.26,10.8,1.68
2006,,307037,,9.3,2.3704861499431296,2.43,31.4,1.34,10.2,2.22
2010,,395879.41311561794,,7.853491026706565,2.7347179627303144,2.815573964334573,27.512442292511384,1.6,10.54139557713338,2.7430068143732305
 ,,,,,,,,,,
2011,,415356.70402882114,,4.920006008878971,2.8382396517226347,2.9122903542645426,26.355021039887415,1.6,10.52483763824398,2.8796670074442643
2012,,433997.00808079494,,4.487782157160119,2.8722595333419343,2.9568330606246587,24.72033453961607,1.75,10.217107874637039,3.0180980093566454
2013,,458433.1808643057,,5.63049337403764,2.924943501533734,3.00203880826314,23.47380103755698,1.85,9.771528157550161,3.060425971524473
2014,,484541.11095904914,,5.695034998452975,2.901938671691131,2.9803155997706807,21.85879596316964,1.90735995294625,9.4601714444408,3.03436212156867
2015,,511618.3205776949,,5.588217182449603,2.9244120880537467,2.9998001802260377,21.245104095135112,2.2284648991596008,9.231953044576272,3.0762809811381056
2016,,541756.9758250684,,5.8908475391073525,3.008689716117569,3.086008005261261,21.36049001116089,2.33285047676155,8.680088743075927,3.1469370887145423
2017,,574501.6612268047,,6.044164978562168,3.1170894858016562,3.194631462245625,19.768623061494097,2.484928604486842,8.204175831140342,3.2934436278990105
2018,,615985.9321586923,,7.2209140080293315,3.27829555477288,3.352300379061817,18.79085105975093,2.578097451287887,7.4568867287572935,3.520217492130956
2019,,660511.2925786003,,7.228308001105016,3.407370062273075,3.493173343151426,18.13635509004606,2.921571816525125,7.078713529939697,3.7260408635970563
2020,,718791.3773346422,,8.823480447778504,3.5286008474960586,3.6305167347698535,16.77903752316888,3.226168071739905,7.029196949596239,3.9477466065034315
,,,,,,,,,,
Year,,R&D expenditure,,,,,,,,
,,By source of funds,,,,,By sector of performance,,,
,,Business enterprise,Government,Higher education,Private non-profit,Abroad,Business enterprise,Government,Higher education,Private non-profit
,,,,,,,,,,
1991,,-,-,-,-,-,-,-,-,-
1996,,-,-,-,-,-,-,-,-,-
2001,,132950,68339,2719,931,35,130296,47732,25521,1425
2006,,206177,96443,3257,1071,91,207238,60965,37565,1270
2010,,282065.67310550745,108916.0950813513,3654.050746336394,680.9256556451633,562.6685267201128,283420.5482035467,62258.169000000016,48776.803397748605,1423.8925143225972
 ,,,,,,,,,,
2011,,300740.965757988,109467.34673739405,4001.7547713251242,656.0880590709626,490.54870310117906,301476.6585098512,61679.299,50790.27378856104,1410.4727304088883
2012,,321236.1320258106,107285.51228951904,4131.036377948634,453.5646267913887,890.7627608141248,322111.39936736313,60206.82499999996,50358.28106968667,1320.5026437451436
2013,,345369.00094806246,107611.69276620497,4049.4751827549867,426.80829494745416,976.2036722255214,346205.82195141126,59877.33,50894.829876772215,1455.1990361222113
2014,,373177.1993224909,105914.8528022271,4031.8631218501355,409.63053147163714,1007.5651810695352,373019.3243636645,59606.28099999997,50307.85759538473,1607.648
2015,,397673.0602892048,108693.84477651416,3963.725397660032,428.97504370922,858.7150706105344,397163.34835826454,62124.667999999976,50761.1122194304,1569.1920000000002
2016,,420639.4531425035,115721.94470586623,3953.1308179848556,451.3379901469251,991.1091684974066,419989.21683997446,69251.52199999998,50903.84396660222,1612.393018491742
2017,,455260.4614165601,113571.06788998726,4248.449602674129,527.1731856410244,894.5091321366947,454116.3099606737,67419.65000000005,51560.1925129605,1405.5087531704403
2018,,494931.7306352601,115748.99906096478,4158.930413891464,383.5548514689277,762.7171971414609,494706.44320424023,65739.96166666667,54758.348350590684,781.1789371947498
2019,,535312.7614068553,119792.67343190094,4113.737854923296,419.047307722756,873.0725771589969,534586.1431047828,69753.72899999998,55302.4428673069,868.9776065107033
2020,,592916.358488351,120606.2749159145,4079.97273603784,391.529568189654,797.2416239586921,593355.1037756737,68691.86499999999,55829.5827522393,914.8258067292356
,,,,,,,,,,
,,,,,,,,,,
Note: 1. R&D expenditure include defense R&D expenditure from 2002.,,,,,,,,,,
"　　　2. About the data of source of funds and sector of performance, they couldn't  link up before 1999 because their classifications are different.",,,,,,,,,,
"　　  (1) MOEA's Factory Adjustment and Operation Survey was not conducted in 1991, 1996, 2001, 2006, 2011, and 2016, so sales for these years",,,,,,,,,,
　　　　are estimates.,,,,,,,,,,
"         (2) Value added in industry are calculated from National Accounts by DGBAS, and in accordance with the industrial scope of OECD definition.",,,,,,,,,,
Source: 1. Ministry of Science and Technology ,,,,,,,,,,
"　　　　2. Directorate-General of Budget, Accounting and Statistics",,,,,,,,,,
